id,text
144,"Beberapa kandungan skincare yang terbukti ampu bisa bantu nyambarin bekas cirawat merah? Retinol, vitamin C, azelaic acid, nicinem mit. Kalau favorit aku sih nicinem mit soalnya dia gampang di cari, harganya murah, dan dia aman buat pemulai juga. Aku sih berani bilang kalau ini adalah serum nicinem mit kembali kapan aku cobain. Aku sendiri udah ngabisin berbotol-botol kalau di hitung mungkin lebih dari 7 botol. Dan kemarin aku iseng buat pakai serum ini selama 14 hari, dan ternyata ini ampu banget buat mudahkan di kecicawat aku. Banyak hal yang aku suka dari serum ini. Tekstura enak, gampang dibelan, dia cepet nyarap, terlengket, dan dia bikin kulit jadi kenyal juga setelahnya. Dan aku suka serum ini kan dengan menjaranya gak main-main. Selain mengandung 10% nicinem mit juga dilengkapi sama kandungan Oxy 229. Aman dia pakai buat semua gini kulit, bisa dipakai sama remaja, harganya murah-mereya. Dah cobain aja, CUS!"
145,"Berani menurut aku ketika aku mampu mengambil keputusan dan menerima segala konsekuensi dengan penumpul apetada. Berani ekspresi diri tanpa batas. Berani itu adalah tidak takut untuk mengambil resiko. Menurut aku berani itu melakukan yang terbaik dan berani untuk berpasrah dengan hasilnya. Berani, berani mengambil keputusan dan menurut aku berani untuk berpasrah dengan hasilnya. Berani mengambil keputusan. Petusannya satu, minum air yang bermerek berani. Yang lupa ya, dia segar! Segar wajahnya setelah minum air berani."
146,"kos-kosan ikan per bulannya 1,5 juta iya, kalian gak selah dengar ini adalah pet hotel versi ikan banyak penghobi ikan yang beli ikan bagus tapi mereka gak terlalu pedih untuk keeping sendiri karena untuk mencapai kualitas ikan yang bagus memang butuh pengalaman jadi banyak penghobi yang ngecosin ikannya ke orang yang lebih berpengalaman di tempat kos ikan memang di rawat tinggin baik kalau sakit juga diobatin fish hotel ini biasanya lumayan umum di ikan arowana dan ikan koi di tras akuatik sampai ada ratusan akuari yung loh gimana? kalian mau gak jadi bapak kuas?"
147,"ya ibu selamat siang saya, Dr. Iksan, saya prisa dulu ya tadi kata ada kawan sesek ya? iya dong oke, prisa dulu ya oh iya iya iya oke ibu ini kayaknya asma kalau asma itu perlu kita wap supaya nampasnya lebih enak ibu bersedia nggak apa-apa kita wap? bersedia dong bersedia ya bang, kita tolong diwap ya boleh siap dong ibu, kita wap dulu ya tarik napas salah salah jadi seharusnya, kalau ngapal pakai ini ibu, kita wap dulu ya pakai ini ibu tuh, jadi asma itu bisa ditangani di puskas mas lho akhirnya kita ke puskas mas aduh"
148,"karena gue punya batu-batu kerasa dengan pagi-pagi masih olahraga cuma saat gue begini adalah salah satu penyesalan gue tahun lalu adalah gue ngeskrips olahraga sama sekali pas bulan puasa dan itu adalah salah satu hal yang aduh jangan deh gue ulangin lagi kenapa? karena sebenarnya kita pas puasa tetep harus butuh olahraga cuma maksudnya pasti banyak kedana kalian yang mikir ya aduh, kalo gue puasa nanti gue pasti bakal batal nah, itu kuncinya kalian sebenarnya perlu menyesuaikan kekuatan tubuh kalian sama menyesuaikan jadual kalian berolahraga cuma 3 yang sering banget ditakutkan terutama pada pasien-pasien dengan diabetes men itu, kayak banyak pertanyaan boleh nggak sih sebenarnya berpuasa? boleh nggak sih berolahraga? nah, ini sebenarnya perlu banget konsultasi ke dokter untuk melihat kondisinya atau mungkin ada penyesuan obat-obatan ternyata yang kondisinya nah, tapi salah satu penyebab kita lemas pas bulan puasa itu kan karena gula darah kita rendah ya sebenarnya karena makanan yang kita konsumsi kan lebih sedikit kan nah, makanya sekarang gue pasang batu-batu enggak deh, alat untuk monitor gula darah gue nah, sering banget kan pas bulan puasa itu kalau ada gula naik turun ya kadang juga kalau pas buka kita suka lapar mata nih jadi sering beli yang manis-manis dan yes, gue pakai icon i3 dari Sinocare buat tau kada gula gue mulai dari pagi sampai ketemu pagi lagi terutama, gue pengen monitor kada gula gue habis berbuka dia juga ngebantu banget buat gue buat menunjukkan kada gula gue setelah berbagi macam aktivitas bahkan sampai olahraga karena datanya tuh keluar 3 menit sekali selama 24 jam full non-stop dan dia juga nggak perlu ditusuk-tusuk kaya alat secara gula biasa dan menurut gue, ini salah satu opsi yang bagus banget buat dipake sama orang-orang yang butuh mengontrol kada gula mereka nah, tapi balik lagi jangan pernah lupa untuk olahraga walaupun kalian lagi puasa cuma sesuai aja dengan kekuatan tubuh kalian dan kalau misalkan pas buka, nggak usah kalap dan kalau kalian mau monitor kada gula dara kalian secara constant kalian bisa pakai Sinocare icon i3 ini"
149,"Pekerjaan gue sebagai doktor itu sering banget berhadapan dengan kematian. Dan lo semua tau gak? Semakin gue berhadapan dengan kematian itu, gue jadi sadar. Kalau lo gue kita semua pada akhirnya cuma butuh cukup. Dan rasa gak cukup itu sering buat gue, mungkin juga kita semua yah. Menjadi kurang bersyukur atau mungkin bisa aja kita mengambil sesuatu yang bukan hak kita. Dan dari cukup serta kematian itu pula gue banyak banget belajar. Gue melihat sebuah titik temunya pada dua hal. Yaitu alfatiha sama bulan kamadan. Dan temen-temen coba deh benar-benar baca pelan-pelan makna dan arti dengan alfatiha. Surat yang mungkin sering banget kita baca tapi sering juga terlewat maknanya. Dan kalian tau gak? Kalimat pertamanya merupakan sebuah curahan rasa suku kita kepada yang kuasa. Dan bahkan sesedahana alfatiha itu juga merupakan sebuah kesimpulan dari berbagai macam ayat-ayat indah dalam lembakan selanjutnya. Dan temen-temen di bulan yang akan datang ini semoga harapan gue kita banyak belajar. Belajar cara melebutkan hati, belajar mencukupkan ego, belajar menotakan ekspertasi itu tidak melebihi yang suajarnya. Dan belajar cukup karena kita pun bisa hidup dari cukup. Terima kasih."
150,"misalkan ente semua itu obesitas atau kegemuka atau kemudian ada keitem-item di bagian akhir belakang itu belum tentu daki itu bisa jadi adalah akan tersensi negikkan atau tanda ente mengalami debatismeditus atau penyakit gula bentukan yang itu kok ngga lebih kayak begini dan ini kagak bisa ente hilangin pake lulur, pake lotion, pake amplas kagak bisa yang perlu anda lakukan adalah menceg gula darah sama perbaikan pola hidup ini ngelihat trend kecemanis makin lama, makin dialami oleh anak-anak muda yang harusnya usia 30 tahun masih produktif tapi loh kok gula darah suatu nya udah 300 loh kok gula darah suatu nya 400, kencuan pembahakan gua ngecek di kantor tiba-tiba ada orang usia 28 tahun gulanya udah 350 loh kok begitu salah satunya adalah pola hidup bisa juga sediap debatismeditus 1 cuman kalo diliat akhir-akhir ini orang yang kena ginjal yang kena jantung, yang kena sepsial, makin muda dan temen-temen penyakit kencing manis itu bisa dikontrol dengan 2 hal yaitu obat-obatan sama pola hidup obat-obatan itu tidak menjemput ngga-gala ginjal kagak yang bikin ngga-gala ginjal itu penyakit gula nya ibrakata lo tau manisan ngga? manisan itu nih lo kan cemplungin ke dalam ayak gula yang pekat kan awalnya buahnya kayak gimana nih? buahnya kan awalnya seger terus sama lama lo cemplungin makin lama-makin lama bulannya jadi api jadi kisut itu juga ntg-gini pada ginjal jadi jangan takut mengonunsi obat-obatan dalam jangka waktu panjang karena obat-obatan itu justru yang melindungi ginjal gula NP yang tinggi, yang justru malah merusak ginjal, merusak jantung, merusak opak jadi ya udah makan yang bener sama olahraga sama kalo ada bentukan item disini belum tentu itu daki bisa jadi akan tosisnya gikan pertanda NP kemungkinan punya kencing manis"
151,"Olohu Akbar, gue engga ngerti ya, kenapa setiap gue jaga poli anak, tuh adi aja keberakanya? Misalkan gini nih, ada ibu-ibu dateng bawa anaknya dengan kulitnya berabira-berabira sama melepuh Terus kita tanya dong, kenapa anaknya bisa kayak begini ibu? Terus jawaban ibunya apa? Dikasi lotion 2 in 1 supaya bisa mencerahkan kulit anaknya secara insan Tapi emang ya orangan Indonesia ini masih banyak banget yang kemakannya kalau begituan Oloh, demi-mienyatkan masyarakat Republik Indonesia, api ke Toko nih gue Oh ada sinireba di belakang Nah gini loh maksud gue, kalau misalkan skin care buat anak itu, dia wajah-wajah sendiri Baden-baden sendiri, kebutuhan itu beda Jangan disamain 2 in 1 2 in 1, misalkan ya buat badan Ini kita harus lihat ada kanunan tan-tanolnya, fungsi untuk memikian kelembapan Dia mengunci kelembapan sama dia menanangkan kulit Kan kalau misalkan pada kulit wajah, ibu pengen kulit anaknya jadi cerah Ya udah kasih aja yang menganungnya, cinemite, terus usaha ini yang gak ada esensia oilnya Karena dia bisa memicu irritasi pada kulit, juga ada mikrobeam teknologi Ini tuh teknologi terbaru, jadi kayak membantu menyimbangkan bakteri baik sama bakteri jahat di kulit Yang dia mesegah terjadi irritasi sama kemerahan di kulit Jadi kunci kulit anak yang glowing itu adalah kulit anak yang sehat, yang penutrisi sama lembab maksimal Dan itu bisa didapatkan kalau anak itu dikasih skin care, ya terbukti sama base on reset Gue mau beli banyak kan, supaya sekalian buat ngedukasi pasian-pasian di puskan sama mukno Baden nih diskon Ya ada kan masyarakat normal Demi, demi kesehatan kakit Indonesia tuh, gue belain-belain beli banyak tuh Coba lihat, kurang api gue yang ngeborong ini semua Semoga beran yang lihat, ngelihat usaha gue menyihatkan masyarakat public Indonesia"
152,"Hai ikut aku operasi ikan lagi, tapi kali ini penjelasan aku akan jauh lebih ke teknis Untuk bahan belajar teman-teman dokter hewan kalau nanti mereka dapat kasus ikan yang harus dioperasi Untuk operasi dengan prosedurian panjang kita membutuhkan FADS atau Fish Anesthesia Delivery System Intinya kita harus membuat sistem di mana ikan bisa kita rebahkan sesuai dengan posisi operasi yang kita mau Namun dapat tetap bialirkan oleh air yang mengandung obat bius Di sini lah dokter hewan harus lebih kreatif karena memang dokter ikan di dunia memiliki metode yang berbeda-beda Selalu sediakan air dengan kadar anesthesi yang lebih rendah just in case ikan tidur terlalu dalam Ikan disarankan untuk puasa 12 jam hingga 24 jam sebelum operasi Dari satu hari sebelumnya kita sudah harus memberikan antibiotik, antirada dan vitamin ya Setiap kita melakukan laporotomi kita harus sangat berhati-hati dengan gelembung renang ikan Karena gelembung renang ikan sangat fragile, mudah kaleps dan gampang sobek Kalau kulit kintipi seperti ini kita bisa langsung jahit saja menggunakan benang yang bisa diserap Gunakan benang monofilament untuk menghindari adanya kolimizasi bakteri Aku biasanya pakai benang berbahan poli dioksannon karena lebih tidak menimbulkan reaksi dibandingkan benang yang lain Pay management pas keoperasi juga harus sangat kita perhatikan Pemilihan obat-obatan analgesiknya harus tepat Pada saat recovery kita bisa tambahkan obat-obatan antimikrobial pada air Atau bisa menggunakan garam ikan dengan dosi 1 sampai 3 ppT Lukah jahitan biasanya akan sembuh total dalam jangka waktu 10 sampai dengan 14 hari"
153,"Hai Peren, anak udah makan 3 kali sehari, berarti boleh stop susu, tunggu dulu Kalau nggak hati-hati, waspada anak bisa kekurangan Zephesi Uhate atau susu biasa, biasanya tidak mengandung Zephesi yang cukup Padahal Zephesi optimal sangat penting untuk dukung anak fokus serta aktif belajar di sekolah Karena itu, selain makan nanting Zephesi, Peren dapat melengkapi nutrisi sikitil Dengan susu pertumbuhan yang terdapat kombinasi Zephesi serta vitamin C Kombinasi tersebut sudah terbukti membantu penyerapan Zephesi 2x di Pat Untuk itu, yuk, kawal Zephesi untuk sikitil mulai dari Zephesi yang optimal"
154,"Sikitcil dan temannya seumuran tapi tingginya berbeda. Hati-hati bunda, ini bukan soal genetic. Faktanya, satu dari tiga anak Indonesia tergolong pendek. Tapi tinggi badan anak laki-laki dan perempuan biasanya berbeda-beda tergantung pada usianya. Menurut WHO, tinggi anak usia 1-2 tahun idealnya bertambah 6-14 cm. Memasuki usia 2-5 tahun, rata-rata tinggi anak akan bertambah sekitar 6-5 cm. Surveys status di Indonesia tahun 2024 menyebut ada 19,8% anak Indonesia memiliki tubuh pendek atau stunting karena kurang nutrisi. Sementara, sekitar 60-80% gen berkontribusi terhadap tinggi badan. Nah, jangan sampai tegibannya sikit-sikit kurang karena tidak cukup nutrisi ya bunda. Pantau terus pertumbuhan tegibanan anak untuk tahu status gizinya. Soalnya, meskipun anak sudah memiliki jam tidur yang cukup dan aktif bergerak, bisa saja pertumbuhan tinggi terhambat kalau kebutuhan nutrisinya belum terpenuhi secara optimal. Nah, solusinya apa ya agar anak bisa tumbuh tinggi? Bunda yang sementara memberikan susu pertumbuhan mengandung tinggi kalori dan nutrisi dengan 0 gram suku rosa agar lebih sehat dikontungsi setiap hari. Untuk itu, bunda harus pastikan sekedar memiliki asu panu nutrisi yang cukup untuk dukung pertumbuhan tinggi ini."
155,"Yang ngaku Priya, coba jawab, apa bener Tissue Magic bikin tahan lama saat berhubungan? Tissue Magic emang mengandung anesthesi ringan, yang bisa menimbulkan efek mati rasa pada kulit penis dan membuat ereksi lebih tahan lama. Tapi efek mati rasanya ini cuma bertahan sebentar saja sekitar 20 menit, namun bergantung jenis produknya, cara pemakayan dan daya tahan masing-masing Priya. Mesti hati-hati juga nih, Tissue Magic bisa bikin irritasi kulit, rasa panas, bahkan alergi. Dan kalau nggak bersih, pasangan juga bisa ikut ke bas, jadinya dua-duanya nggak ngerasain apa-apa deh. Namakanya, biar lebih efektif kamu cukup usap selembar Tissue, pada bagian sensitif setelah penis ereksi penuh, lalu diamkan 5-15 menit saja. Jangan lupa untuk buang bekas Tissue-nya, dan selalu bersihkan area vital sebelum dan sesudah berhubungan. Tapi ingat, yang bikin tahan lama itu bukan Tissue Magic-nya, justru komunikasi, kepercayaan, kontrol diri dan pola hidup sehat. Coba para sobat sehat ada yang pernah pakai Tissue Magic? Terima kasih."
156,"Baru saja dihebohkan berita yang menginfokkan, Pendaki Asal Brasil jatuh kejurang sedalam 400 meter di dekat kawah gunung Rinjani. Dengan menggunakan drone, akhirnya tim sar berhasil evakuasi korban, namun dalam keadaan meninggal dunia yang diduga karena hypothermia, Pendaki gunung memang punya risiko besar bagi nyawa kita. Namakanya sebelum pendaki, kamu butuh beberapa persiapan seperti, pilih lokasi dengan jalur pendakian sesuai kemampuan kamu. Pastikan periksa cuaca di lokasi melalui aplikasi ramalan cuaca atau bertanya penjaga post pendakian. Gunakan jaket, pakaian berlapis, kawas kaki tebal, sepatu pendaki yang nyaman, lalu konsumsi makanan tinggi protein dan selalu cukupi kebutuhan cairan. Jangan lupa bawa barang yang penting saja ya, seperti kotak ketigaka, kompas, kacamata hitam, pemantik api, center dan lainnya. Ingat, Pendaki gunung juga butuh persiapan fisik, jadi sebelum berangkat, pastikan kamu rutin olahraga ya."
157,"Kebayang gak sih? Abis bangun tidur tiba-tiba separuh wajah kamu mati rasa. Duh, takut banget deh. Bisa jadi kamu terkena Bells Paulsy. Bells Paulsy itu kondisi saat sarap wajah kamu tiba-tiba melema dan biasanya cuma satu sisi yang kena. Dan... iya, datangnya bisa tiba-tiba banget. Kondisi ini bisa terjadi ke siapa aja loh, tapi paling sering muncul pada wanita hamil. Diabetes atau Influenza. Sayangnya, penyebab pasti Bells Paulsy belum sepenuhnya diketahui, namun sering dikaitkan dengan infeksi virus. Tapi tenang, ada kabar baiknya loh. Bells Paulsy ini bisa sembuh total dalam beberapa minggu hingga bulan aja loh. Kalau kamu atau orang sekitar ngalamin gejala kayak gini, langsung ke dokter ya, makin cepat ditangani, makin cepat juga pulinya."
158,"Aktivitas kantor yang super padet bikin aku udah sempet ngapain Gak berasa, usia pahamilan aku udah masuk 3 bulan Kira-kira hari perkiraan lahir aku kapan ya Eh, nah, ini kalau udah 7 bulan coba dilihat deh perutnya Kalau di akabawa, biasanya anaknya cowok Dan lahir nih bulan pun namanya Eh, gitu... Tenang aja, di website HelloSehat Kamu bisa gunakan 2 HPL langsung dari handphone Tinggal masukin tanggal high terakhir dan sikus kamu Langsung keluar deh hasilnya Cepat dan praktis Cukup buka browser aja mudah Coba cek HPLmu sekarang"
159,"Muncul satu, besoknya nebar, iya, itulah si kutil. Penyakit kulit yang menular ini, biasanya disebabkan karena virus yang menempel di telapak tangan, wajah hingga kelamin. Tapi bukan berarti semua virus menjadi pemicunya, salah satu virus yang bisa menyebabkan kutil yaitu HIV, walaupun nggak semuanya ya. Tenang aja, kutil masih bisa diobati dengan salap khusus dari dokter kulit. Yang penting selalu cuci tangan dan jangan digarup. Ingat, walaupun nggak menyakitkan, jangan dibiarkan juga ya, karena kutil sifatnya menular."
160,"Kabar bahagia datang dari aktors cantik Lunamaya dan Maxim yang baru saja menikah. Wah, selamat yaa. Ngomongin Lunamaya, ternyata dia sudah menjalani egg-fraising sejak 2021 loh. Hah, maksudnya telur dibekuin. Eh, bukan. Egg-fraising itu proses pembekuhan sel telur pada wanita yang nantinya bisa dicairkan dan dibuahi sperma lalu ditanami kembali ke rahim dan hasilnya bisa hamil. Nah biasanya egg-fraising dilakukan wanita ketika dirinya berusia lebih tua, belum siap memiliki anak di usia subur, memiliki gangguan autoimun atau kista. Tapi ingat yaa, program hamil ini tidak menjamin 100% akan berhasil karena tergantung juga pada kualitas sperma pasangan. Sebelum memutuskan egg-fraising, kamu wajib konsultasi kedok terkandungan yaa, karena proses pembekuhan sel telur ini bisa berbulan-bulan loh. Gimana? Sobat sehat, ada yang tertarik juga nggak nih?"
161,"Sobat sehat tahu ke Anda, orang yang berusia 50 tahun ke atas berisiko tinggi mengalami cacar api. Penyakit dengan nama lain herpes zoster atau cacar api ini, memicuru wam kulit yang menyakitkan. Lalu apa penyebab cacar api dan bagaimana cara mau tahu di jalannya? Cacar api disebabkan virus yang sama seperti cacar air, yaitu virus varicella zoster. Cacar api terjadi ketika virus varicella zoster dalam tubuh aktif kembali setelah sebelumnya seseorang pernah terkena cacar air. Gejala cacar api bervariasi pada setiap orang, baik ringan maupun berat. Orang yang terkena cacar api biasanya mengalami satu atau lebih dari gejala berikut. Kulit melepuh berisi cairan, rasa sakit seperti terbakar dan menusup, rasa kesemutan, gatal atau mati rasa pada kulit, menggigil, demam, sakit kepala atau sakit perut. Menurut data dari CDC, satu dari setiap orang yang terkena cacar api, satu dari tiga orang menderita cacar api setidaknya satu kali seumur hidupnya. Herpes zoster atau cacar api juga berisiko menyebabkan komplikasi serius, seperti nyaris sarap jangka panjang dan kehilangan penglihatan. Penelitian terbitan Human Vaccines and Immunotherapetics menunjukkan pasien diabetes memiliki risiko 20% lebih besar mengalami cacar api. Pasalnya, diabetes menyebabkan cel-cel yang berperan dalam respons imun mengalami gangguan fungsi, sehingga meningkatkan risiko mengalami cacar api. Tidak hanya itu, cacar api juga memperburup mengendalian gula darah bagi pasien diabetes. Perlu digetahui juga risiko cacar api meningkat seiring bertambahnya usia dan pada orang yang memiliki sistem kekebalan tubuh yang lemah. Oleh karena itu, cegah risiko cacar api dengan menjaga imun tubuh dengan mengorangi stres, mengkonsumsi makanan bergizi, menjaga pola hidup sehat dan melakukan vaksinasi. Segera berkonsultasi dengan tenaga kesehatan profesional untuk mengetahui penanganan cacar api yang tepat."
162,"Mia ya bertoping makanan kucing, emang boleh dimakan? Makanan kucing sebenarnya aman-aman aja dikonsumsi manusia karena bahan yang digunakan sama seperti bahan makanan pada umumnya. Tapi jangan dimakan setiap hari juga ya karena makanan kucing memiliki bau amis yang kuat, rasa mentah dan tekstur terlalu kering atau basah yang kurang cocok dengan lidah manusia. Selain itu, kandungan gizinya juga nggak sesuai nih dengan kebutuhan nutrisi manusia yang bisa menimbulkan. Gangguan pencernaan, keracunan vitamina dan kelebihan taurin. Jika muncul gejala seperti, mual, muntah atau sakit kepala. Segera konsultasi ke dokter ya."
163,"tau ga rumah tradisional laos kayak gimana? kayak gini! jadi selama di laos kita ngirep di kunta residense dimana tempat menginaannya itu di rumah tradisional laos atau disebut dengan Hongseng Laos Hongseng E ya begitu lah pokoknya jadi rumah ini adalah rumah panggung yang terbuat dari kayu, hardwood atau kayu keras bisa dari berbagai macam dan fondasinya itu ditarnem sampai ke bawah rumah yang dipakai di kunta herite sini itu adalah rumah lama yang usia ini sudah lebih dari 100 tahun kemudian dipindah ke sini dan kayunya itu masih bagus hanya saja di treatment ulang biar lebih kuat dan tahan lama meskipun dari luar terlihat dari kayu tapi pas masuk ke dalam wah ini mewah dan nyaman boy kenapa jadi kejajah go? tipi yang kita pilih adalah 2 kamar dimana po amaran guli guli hasurnya enak sudah itu tiap kamar ada kamar mania ada 2 wastafel tiap bagian rambut dan ada betapnya cuy terus buat kalian yang hobi masak bisa juga dilengkapi dengan dapur besar lengkap dengan kompor rice cooker, microwave hingga toaster buat kita bikin roti dan di bagian bawahnya kita juga dapat mesin cuci sama kalau kita mau cuci-cuci ada singnya di sini jadi ini cocok banget buat yang bawa keluarga dan mau tinggal lama di sini pertanyaannya berapa biaya saja untuk yang tipe 2 kamar yang kita pakai itu semalamnya 80USD untuk yang tipe 1 kamar bukan studio ya, 1 kamar itu 60USD dan buat temen-temen yang pengen cari makanan di depannya ada restoran T.I.M. Indonesia makanan Indonesia yang enak-enak banget sebenernya kalau dilihat mirip gasis sama rumah adat daya kalimantan tapi beda nya apa ya? kalau ada yang tau coba komen di bawah ber엔 di sedang"
164,"Kenapa sih harus special? Biar mukanya gak geradakan, gak kayak patah panci Bersih, gak kusap, gak burik Kenapa sih harus gitu, kan? Biar kulitnya gak kering, kerontang kayak bandeng gurun Jadi lembak, kenyal di makeup ini, Nampel Kenapa sih harus villain? Biar lu kalau di foto, desek gradis, lu cakep, lu cantik, lu ganteng Dabunya mancuk, jigirnya meplam, cowoknya hilang semua, mulai jadi segera jadi muda Kenapa sih harus excite? Biar porekpone kecil, kulitnya jadi alus, sekaranya pernahik Kenapa sih harus prok nail? Biar kulit itu gak kering, biar kulitnya mengkilat, memacakasin arti-kulian Kenapa sih harus kulitera? Biar mukanya naik, kenceng, melawan, langit Kenapa sih harus alali? Biar kulitnya bagus, kenyal, lebih liquid Kenapa sih harus botox? Biar mukanya lu gak jelek, siapa yang sambup, tiap kali ketawa, lihat kerutan disini banyak, kerutan disini banyak Gue sini liat sambup Kenapa sih harus laharfa? Biar lu gak sesat di jalan, cantiknya natural, gantengnya natural"
165,"Pengen punya mobil istrik tapi nggak mau ngecas-kecas pas lagi keluar kota Nah, ini dia jawabannya JQJ8RD Super Hybrid System Dia adalah SUV yang besar, mewah, nyaman Plot bodinya, wah tebel Perendaman kabinet juga numero uno Nah, jadi pertanyaan yang mau bersegera gini, pasti lemot dong, nggak 0-100 ya, tutas dalam waktu 5.4 detik saja Wow, kenceng banget Kalau misalkan kita cas, dia bisa jalan 200 km Tanpa menggunakan bensin sama sekali, hanya baterai saja Jadi buat dalam kota, dia kayak mobil istrik Tapi kalau misalkan kita tiba-tiba mendadak, ada urusan keluar kota Atau kita misalkan, aduh, lupa semalam nggak ngecas Gak bisa jalan dong, tenang Dia bisa diisi bensin, dan kalau misalkan bensinnya full dan baterainya full Itu bisa sampai sehingga 300 kilo, sekali penuh Nah, kenapa bisa gitu? Karena dia punya mesin hybrid yang irid Dia ada satu mesin bensin, dan ada 3 motor listriknya Di gias ini juga ditampilin model yang mudah dimodifikasi Tuh lihat, dia pekembang ekstrim, depannya dikasih besi lagi sama lampu Terus diatasnya dikasih roof rack sama ada roof boxnya Keren banget kan, tapi ini nggak cuma sekedar cosplay Karena dia bisa overwrite beneran, dia punya penggerak all wheel drive Dengan sistem artist yang didesain sama jaguar land rover Terus, nggak cuma itu doang, dia juga punya drive mode yang banyak Plus suspensinya, nyaman sekali karena dia pakai suspensi CDC Magnetic Suspension Pop kan? Dan kalau misalkan kalian pakai ini full listrik, dia juga punya Jko G5 Dan bisa dipesan dari sekarang Dia nggak cuma ganteng, tapi tenangannya besar, kayak J8 Engine powernya 142 PS, motor powernya 203 PS Dan torsi enginenya itu 215 jm karena pakai turbo Dan motor listriknya punya torsi 310 jm Tak cuma itu, harganya juga lebih terjangkau J8 harganya 850 juta rupiah Kalau yang ini, harganya 499,9 juta rupiah saja Dan di gis ini kita nggak cuma bisa lihat-lihat mobilnya aja Tapi bisa test drive juga Yuk, kita langsung ke tempat test drive Bicuk banget, udah habis 8.000 Ini kayaknya bisa 100 kalau kita kanjutin Aman nggak ya kalau kita kebanjir-banjiran, kena air, ada EV water obstacle Apaan dong? Betul saja Jadi buat teman-teman bisa langsung aja ke Hall 9 SBSD Selama gas berlangsung dan datengin bootnya Jko DCD"
166,"Grand total would be... Ta-da! Hey guys, it's been a while since I did my plastic surgery Aku plastic surgery di Brown Hospital, tepatnya di Gangnam, South Korea I went from looking like this To this Oke, aku gak pernah shy away from talking about my plastic surgery experience Dan salah satu pertanyaan yang paling banyak yang masuk ke dem aku Or comments about plastic surgery is the price So di video ini aku sama Kaci bakal ngeshare harga-harga operasi plastik yang kemarin aku lakukan di South Korea Tapi sebelum kita masuk ke juicy pricey parts I wanna share with you my experience pas lagi plastic surgery di Korea nya itu sendiri First things first, I'm so glad aku ditemenin tripnya sama my Venus Dimulai dari jemput aku di Bandara, nanterin aku ke hotel Jemput aku pas lagi hari hamau operasi dan di-anterin langsung ke rumah sakitnya ditemenin Gicranslatein bahasanya secara gak bisa bahasa Korea Belum lagi sebelum perjalan aku ke Korea, aku dikirimin rumah aku ada satu pamphlet gitu Isinya SIM card, ada kartu transportasi supaya aku bisa naik transportasi umum di sana Bahkan ada kartu voucher olive yang supaya aku bisa belanja, itu considerate banget So if any of you guys want to have any treatments done di Korea Aku sangat menyerangkan kalian untuk datang bareng my Venus Karena apa? Karena harganya yang minta lagi aku bakal spill ke kalian Itu gak bakal lebih mahal kalau pakai agent daripada gak pakai agent Sama aja, it's not gonna be different So kenapa gak kalian ditemenin sama agency terpercaya kayak my Venus? Okay it's time for the juicy part, I'm going to tell you what treatments I get dan price nya berapa First contour wajah, itu rahang aku bagian sini nih kanan kiri dan dagu supaya v-line Itu harganya segini, kalian bisa coba ubah sendiri itu ke rupiah ya Yang kedua, breast augmentation Aku pakai motiva 280 cc under the muscle, that cost this much Last but not least, face lifting dan sedot lemak wajah aku di bagian bawah dagu sini Dan di bagian smile lines juga sedikit, ini price face lifting, ini price sedot lemak ditotalin jadi segit Grand total would be... Tadaaa! Now the thing is, I need to tell you guys, ini setiap kasus itu beda-beda price nya My price and your price would totally be different kalau misalnya kasus aku lebih susah, aku bakal lebih mahal Apalagi kalau misalnya kalian itu kasusnya revisi, jadi udah pernah sebelumnya Tapi lalu mau dibetulin gitu, itu bakalan jauh lebih mahal daripada yang belum diapapain sama sekali Jadi ini gak bisa menjadi patokan, ini cuma bisa jadi perkiraan Dan kalau misalnya kalian mau naik-naik lebih serius, like kalian langsung aja visit account nya my Venus Ask them about the price, about the treatments, apa yang diserang, kenapa-ngapa enggak You can ask them anything, anytime Jadi itu saja dari aku dan Kachi, sampai jumpa lagi, bye!"
167,Apalagi Bopen terlihat lebih dalam Ketika wajah kalian tuh lagi dehydrasi atau lagi kering Makanya ada momen-momen ketika kalian ngerasa kok Bopen aku agak keangkat ya Itu ketika kulit kalian tuh lagi terhidrasi dengan baik Jadi dia tuh terlihat lebih plampi gitu sehingga Bopen itu kaya sedikit keangkat Padahal lagi kalau misalnya kering lagi ya tetep dia akan balik ekspresiung lah Jadi posisian wajah tuh tetep terhidrasi dengan baik Apalagi kondisi kulit kalian tuh cenderung kering itu bantu banget untuk sedikit mengangkat tampilan Bopen kalian Karena kulitnya lebih plampi kelihatannya
168,"Kalo kulit lagi breakout, kamu selalu balik ke basic skin care yang jentel First try treat biasanya cuci muka dengan blemish control cleanser dengan 2% salas likasin yang bisa mengurangi minyak dan samarkan kas dirawat lanjut dengan blemish control gel yang bantu reduce imperfection sambil tetap jaga skin barrier karena mengadu aHA, BHA, dan alcohol free ingat ya acne is not a face, it's a problem kuncinya kamu butuh perawatan yang tepat dan semuanya ada di serafi blemish control ini jerawat kamu melayar dada 3 hari dan skin barrier tetap terjaga you berawet kulit kamu juga, wrap yours now di official store serafi"
